epoch: 0, best_acc: 73.91826923076923, loss: 1.0350255966186523
epoch: 53, best_acc: 73.91826923076923, loss: 1.08196222782135
epoch: 54, best_acc: 73.91826923076923, loss: 1.0804840326309204
epoch: 55, best_acc: 73.91826923076923, loss: 1.1260560750961304
epoch: 56, best_acc: 73.91826923076923, loss: 1.0911693572998047
epoch: 57, best_acc: 73.91826923076923, loss: 1.1972546577453613
epoch: 58, best_acc: 73.91826923076923, loss: 1.1962532997131348
epoch: 59, best_acc: 73.91826923076923, loss: 1.11807382106781
epoch: 60, best_acc: 73.91826923076923, loss: 1.0907549858093262
epoch: 61, best_acc: 73.91826923076923, loss: 1.1703892946243286
epoch: 62, best_acc: 73.91826923076923, loss: 1.1353727579116821
epoch: 63, best_acc: 73.91826923076923, loss: 1.0701847076416016
epoch: 64, best_acc: 73.91826923076923, loss: 1.1644865274429321
epoch: 65, best_acc: 73.91826923076923, loss: 1.0840387344360352
epoch: 66, best_acc: 73.91826923076923, loss: 1.3242686986923218
epoch: 67, best_acc: 73.91826923076923, loss: 1.0477277040481567
epoch: 68, best_acc: 73.91826923076923, loss: 1.055870771408081
epoch: 69, best_acc: 73.91826923076923, loss: 1.0009597539901733
epoch: 70, best_acc: 73.91826923076923, loss: 1.2373045682907104
epoch: 71, best_acc: 73.91826923076923, loss: 1.1771240234375
epoch: 72, best_acc: 73.91826923076923, loss: 1.0705535411834717
epoch: 73, best_acc: 73.91826923076923, loss: 1.1624016761779785
epoch: 74, best_acc: 73.91826923076923, loss: 1.1496493816375732
epoch: 75, best_acc: 73.91826923076923, loss: 1.0768604278564453
epoch: 76, best_acc: 73.91826923076923, loss: 1.1352663040161133
epoch: 77, best_acc: 73.91826923076923, loss: 1.1857514381408691
epoch: 78, best_acc: 73.91826923076923, loss: 1.0728449821472168
epoch: 79, best_acc: 73.91826923076923, loss: 1.1616275310516357
epoch: 80, best_acc: 73.91826923076923, loss: 1.194148063659668
epoch: 81, best_acc: 73.91826923076923, loss: 1.1695257425308228
epoch: 82, best_acc: 73.91826923076923, loss: 1.137109398841858
epoch: 83, best_acc: 73.91826923076923, loss: 1.136933445930481
epoch: 84, best_acc: 73.91826923076923, loss: 1.151692271232605
epoch: 85, best_acc: 73.91826923076923, loss: 1.096426010131836
epoch: 86, best_acc: 73.91826923076923, loss: 1.0906927585601807
epoch: 87, best_acc: 73.91826923076923, loss: 1.1576412916183472
epoch: 88, best_acc: 73.91826923076923, loss: 1.2089143991470337
epoch: 89, best_acc: 73.91826923076923, loss: 1.239183783531189
epoch: 90, best_acc: 73.91826923076923, loss: 1.2352060079574585
epoch: 91, best_acc: 73.91826923076923, loss: 1.1083993911743164
epoch: 92, best_acc: 73.91826923076923, loss: 1.0708061456680298
epoch: 93, best_acc: 73.91826923076923, loss: 1.2074804306030273
epoch: 94, best_acc: 73.97836538461539, loss: 1.1424586772918701
epoch: 95, best_acc: 73.97836538461539, loss: 1.1131141185760498
epoch: 96, best_acc: 73.97836538461539, loss: 1.220720887184143
epoch: 97, best_acc: 73.97836538461539, loss: 1.100352168083191
epoch: 98, best_acc: 73.97836538461539, loss: 1.2026244401931763
epoch: 99, best_acc: 74.00841346153847, loss: 1.270790457725525
epoch: 100, best_acc: 74.00841346153847, loss: 1.129964828491211
epoch: 101, best_acc: 74.00841346153847, loss: 1.147514820098877
epoch: 102, best_acc: 74.00841346153847, loss: 1.1428735256195068
epoch: 103, best_acc: 74.04847756410257, loss: 1.0068951845169067
epoch: 104, best_acc: 74.04847756410257, loss: 1.1356333494186401
epoch: 105, best_acc: 74.18870192307692, loss: 1.211863398551941
epoch: 106, best_acc: 74.2588141025641, loss: 1.1008106470108032
epoch: 107, best_acc: 74.2588141025641, loss: 1.0569595098495483
epoch: 108, best_acc: 74.50921474358974, loss: 0.9452926516532898
epoch: 109, best_acc: 74.50921474358974, loss: 1.0976002216339111
epoch: 110, best_acc: 74.50921474358974, loss: 1.180816650390625
epoch: 111, best_acc: 74.69951923076923, loss: 1.0606510639190674
epoch: 112, best_acc: 74.89983974358974, loss: 1.0307741165161133
epoch: 113, best_acc: 74.89983974358974, loss: 1.2028719186782837
epoch: 114, best_acc: 74.89983974358974, loss: 1.1975910663604736
epoch: 115, best_acc: 74.89983974358974, loss: 1.1282892227172852
epoch: 116, best_acc: 74.89983974358974, loss: 1.237769603729248
epoch: 117, best_acc: 74.89983974358974, loss: 1.134366750717163
epoch: 118, best_acc: 74.89983974358974, loss: 1.1317790746688843
epoch: 119, best_acc: 74.89983974358974, loss: 1.2420541048049927
epoch: 120, best_acc: 75.16025641025641, loss: 1.153226375579834
epoch: 121, best_acc: 75.16025641025641, loss: 1.0671818256378174
epoch: 122, best_acc: 75.16025641025641, loss: 1.1271798610687256
epoch: 123, best_acc: 75.16025641025641, loss: 1.137686014175415
epoch: 124, best_acc: 75.16025641025641, loss: 1.1221814155578613
epoch: 125, best_acc: 75.16025641025641, loss: 1.216544508934021
epoch: 126, best_acc: 75.16025641025641, loss: 1.1279197931289673
epoch: 127, best_acc: 75.16025641025641, loss: 1.1001464128494263
epoch: 128, best_acc: 75.20032051282051, loss: 1.1973613500595093
epoch: 129, best_acc: 75.20032051282051, loss: 1.0983080863952637
epoch: 130, best_acc: 75.20032051282051, loss: 1.114516258239746
epoch: 131, best_acc: 75.20032051282051, loss: 1.1017810106277466
epoch: 132, best_acc: 75.20032051282051, loss: 1.0576889514923096
epoch: 133, best_acc: 75.30048076923077, loss: 1.0889739990234375
epoch: 134, best_acc: 75.30048076923077, loss: 1.1009552478790283
epoch: 135, best_acc: 75.5108173076923, loss: 1.03939950466156
epoch: 136, best_acc: 75.5108173076923, loss: 1.1870465278625488
epoch: 137, best_acc: 75.5108173076923, loss: 1.1209959983825684
epoch: 138, best_acc: 75.5108173076923, loss: 1.0414373874664307
epoch: 139, best_acc: 75.5108173076923, loss: 1.0332087278366089
epoch: 140, best_acc: 75.55088141025641, loss: 1.056701421737671
epoch: 141, best_acc: 75.55088141025641, loss: 1.0756139755249023
epoch: 142, best_acc: 75.55088141025641, loss: 1.0359889268875122
epoch: 143, best_acc: 75.55088141025641, loss: 1.0784326791763306
epoch: 144, best_acc: 75.55088141025641, loss: 1.0442888736724854
epoch: 145, best_acc: 75.55088141025641, loss: 1.0749262571334839
epoch: 146, best_acc: 75.55088141025641, loss: 1.050317645072937
epoch: 147, best_acc: 75.55088141025641, loss: 1.0931793451309204
epoch: 148, best_acc: 75.55088141025641, loss: 0.9979664087295532
epoch: 149, best_acc: 75.55088141025641, loss: 1.0549618005752563
epoch: 150, best_acc: 75.65104166666667, loss: 1.0497424602508545
epoch: 151, best_acc: 75.65104166666667, loss: 1.0489996671676636
epoch: 152, best_acc: 75.65104166666667, loss: 1.0505543947219849
epoch: 153, best_acc: 75.65104166666667, loss: 1.0202277898788452
epoch: 154, best_acc: 75.65104166666667, loss: 1.0133260488510132
epoch: 155, best_acc: 75.65104166666667, loss: 0.9887857437133789
epoch: 156, best_acc: 75.65104166666667, loss: 1.0112762451171875
epoch: 157, best_acc: 75.65104166666667, loss: 1.0551031827926636
epoch: 158, best_acc: 75.65104166666667, loss: 1.0138572454452515
epoch: 159, best_acc: 75.65104166666667, loss: 1.031150460243225
epoch: 160, best_acc: 75.7011217948718, loss: 1.0475659370422363
epoch: 161, best_acc: 75.7011217948718, loss: 1.0352932214736938
epoch: 162, best_acc: 75.7011217948718, loss: 1.07778000831604
epoch: 163, best_acc: 75.7011217948718, loss: 1.0428416728973389
epoch: 164, best_acc: 75.73116987179488, loss: 1.0213947296142578
epoch: 165, best_acc: 75.73116987179488, loss: 1.0271497964859009
epoch: 166, best_acc: 75.77123397435898, loss: 1.0164015293121338
epoch: 167, best_acc: 75.92147435897436, loss: 1.009007215499878
epoch: 168, best_acc: 75.92147435897436, loss: 0.9992345571517944
epoch: 169, best_acc: 75.92147435897436, loss: 1.0027742385864258
epoch: 170, best_acc: 75.92147435897436, loss: 1.0289511680603027
epoch: 171, best_acc: 75.92147435897436, loss: 0.9934250116348267
epoch: 172, best_acc: 75.92147435897436, loss: 0.9848104119300842
epoch: 173, best_acc: 75.96153846153847, loss: 0.9753493666648865
epoch: 174, best_acc: 75.96153846153847, loss: 0.9901313185691833
epoch: 175, best_acc: 75.96153846153847, loss: 0.9582770466804504
epoch: 176, best_acc: 75.96153846153847, loss: 0.9619303941726685
epoch: 177, best_acc: 75.96153846153847, loss: 0.9746579527854919
epoch: 178, best_acc: 75.96153846153847, loss: 1.004975438117981
epoch: 179, best_acc: 75.96153846153847, loss: 0.9934003353118896
epoch: 180, best_acc: 75.96153846153847, loss: 1.0000149011611938
epoch: 181, best_acc: 76.11177884615384, loss: 0.9952379465103149
epoch: 182, best_acc: 76.11177884615384, loss: 1.0096888542175293
epoch: 183, best_acc: 76.11177884615384, loss: 1.015437126159668
epoch: 184, best_acc: 76.11177884615384, loss: 1.002081274986267
epoch: 185, best_acc: 76.11177884615384, loss: 1.0114794969558716
epoch: 186, best_acc: 76.11177884615384, loss: 1.0115512609481812
epoch: 187, best_acc: 76.11177884615384, loss: 1.0048906803131104
epoch: 188, best_acc: 76.11177884615384, loss: 1.0104851722717285
epoch: 189, best_acc: 76.11177884615384, loss: 1.018765926361084
epoch: 190, best_acc: 76.11177884615384, loss: 1.015115737915039
epoch: 191, best_acc: 76.11177884615384, loss: 1.0058164596557617
epoch: 192, best_acc: 76.11177884615384, loss: 0.9966464042663574
epoch: 193, best_acc: 76.11177884615384, loss: 1.0092836618423462
epoch: 194, best_acc: 76.11177884615384, loss: 0.9976963400840759
epoch: 195, best_acc: 76.11177884615384, loss: 1.0129133462905884
epoch: 196, best_acc: 76.11177884615384, loss: 0.9922686219215393
epoch: 197, best_acc: 76.11177884615384, loss: 1.005684733390808
epoch: 198, best_acc: 76.11177884615384, loss: 1.0065585374832153
epoch: 199, best_acc: 76.11177884615384, loss: 1.0065330266952515
